S1_CurrentFeedback,Machining_Process,tool_condition,group,feedrate,clamp_pressure
21.3,Layer 1 Down,worn,5,6,4.0
25.9,Layer 1 Down,worn,5,6,4.0
17.1,Layer 1 Down,worn,5,6,4.0
20.1,Layer 1 Down,worn,5,6,4.0
19.1,Layer 1 Down,worn,5,6,4.0
20.2,Layer 1 Down,worn,5,6,4.0
21.1,Layer 1 Down,worn,5,6,4.0
20.8,Layer 1 Down,worn,5,6,4.0
21.8,Layer 1 Down,worn,5,6,4.0
21.1,Layer 1 Down,worn,5,6,4.0
22.8,Layer 1 Down,worn,5,6,4.0
17.7,Layer 1 Down,worn,5,6,4.0
25.1,Layer 1 Down,worn,5,6,4.0
18.3,Layer 1 Down,worn,5,6,4.0
20.9,Layer 1 Down,worn,5,6,4.0
22.3,Layer 1 Down,worn,5,6,4.0
13.3,Layer 1 Down,worn,5,6,4.0
18.1,Layer 1 Down,worn,5,6,4.0
-0.679,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.158,Layer 1 Down,worn,5,6,4.0
-0.422,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.679,Layer 1 Down,worn,5,6,4.0
-0.152,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.158,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
17.8,Layer 1 Down,worn,5,6,4.0
19.0,Layer 1 Down,worn,5,6,4.0
13.3,Layer 1 Down,worn,5,6,4.0
23.3,Layer 1 Down,worn,5,6,4.0
27.3,Layer 1 Down,worn,5,6,4.0
17.3,Layer 1 Down,worn,5,6,4.0
21.1,Layer 1 Down,worn,5,6,4.0
20.2,Layer 1 Down,worn,5,6,4.0
22.2,Layer 1 Down,worn,5,6,4.0
23.3,Layer 1 Down,worn,5,6,4.0
0.105,Layer 1 Down,worn,5,6,4.0
-0.936,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.415,Layer 1 Down,worn,5,6,4.0
-0.672,Layer 1 Down,worn,5,6,4.0
-1.21,Layer 1 Down,worn,5,6,4.0
-0.679,Layer 1 Down,worn,5,6,4.0
-0.158,Layer 1 Down,worn,5,6,4.0
-0.679,Layer 1 Down,worn,5,6,4.0
-0.679,Layer 1 Down,worn,5,6,4.0
-0.936,Layer 1 Down,worn,5,6,4.0
19.8,Layer 1 Down,worn,5,6,4.0
16.5,Layer 1 Down,worn,5,6,4.0
20.9,Layer 1 Down,worn,5,6,4.0
21.0,Layer 1 Down,worn,5,6,4.0
17.2,Layer 1 Down,worn,5,6,4.0
25.1,Layer 1 Down,worn,5,6,4.0
15.0,Layer 1 Down,worn,5,6,4.0
21.9,Layer 1 Down,worn,5,6,4.0
26.3,Layer 1 Down,worn,5,6,4.0
15.9,Layer 1 Down,worn,5,6,4.0
24.3,Layer 1 Down,worn,5,6,4.0
18.9,Layer 1 Down,worn,5,6,4.0
20.8,Layer 1 Down,worn,5,6,4.0
22.4,Layer 1 Down,worn,5,6,4.0
13.6,Layer 1 Down,worn,5,6,4.0
21.9,Layer 1 Down,worn,5,6,4.0
24.5,Layer 1 Down,worn,5,6,4.0
15.4,Layer 1 Down,worn,5,6,4.0
24.5,Layer 1 Down,worn,5,6,4.0
11.7,Layer 1 Down,worn,5,6,4.0
20.5,Layer 1 Down,worn,5,6,4.0
19.4,Layer 1 Down,worn,5,6,4.0
24.7,Layer 1 Down,worn,5,6,4.0
17.7,Layer 1 Down,worn,5,6,4.0
16.3,Layer 1 Down,worn,5,6,4.0
30.5,Layer 1 Down,worn,5,6,4.0
17.5,Layer 1 Down,worn,5,6,4.0
24.3,Layer 1 Down,worn,5,6,4.0
23.9,Layer 1 Down,worn,5,6,4.0
17.6,Layer 1 Down,worn,5,6,4.0
27.0,Layer 1 Down,worn,5,6,4.0
20.8,Layer 1 Down,worn,5,6,4.0
19.5,Layer 1 Down,worn,5,6,4.0
25.4,Layer 1 Down,worn,5,6,4.0
13.8,Layer 1 Down,worn,5,6,4.0
19.0,Layer 1 Down,worn,5,6,4.0
21.8,Layer 1 Down,worn,5,6,4.0
23.5,Layer 1 Down,worn,5,6,4.0
15.2,Layer 1 Down,worn,5,6,4.0
25.2,Layer 1 Down,worn,5,6,4.0
21.0,Layer 1 Down,worn,5,6,4.0
16.2,Layer 1 Down,worn,5,6,4.0
27.4,Layer 1 Down,worn,5,6,4.0
24.3,Layer 1 Down,worn,5,6,4.0
18.8,Layer 1 Down,worn,5,6,4.0
21.0,Layer 1 Down,worn,5,6,4.0
20.7,Layer 1 Down,worn,5,6,4.0
13.1,Layer 1 Down,worn,5,6,4.0
26.0,Layer 1 Down,worn,5,6,4.0
18.1,Layer 1 Down,worn,5,6,4.0
15.6,Layer 1 Down,worn,5,6,4.0
24.3,Layer 1 Down,worn,5,6,4.0
17.1,Layer 1 Down,worn,5,6,4.0
26.7,Layer 1 Down,worn,5,6,4.0
15.6,Layer 1 Down,worn,5,6,4.0
21.3,Layer 1 Down,worn,5,6,4.0
20.3,Layer 1 Down,worn,5,6,4.0
20.2,Layer 1 Down,worn,5,6,4.0
23.2,Layer 1 Down,worn,5,6,4.0
21.6,Layer 1 Down,worn,5,6,4.0
21.4,Layer 1 Down,worn,5,6,4.0
17.3,Layer 1 Down,worn,5,6,4.0
21.7,Layer 1 Down,worn,5,6,4.0
22.7,Layer 1 Down,worn,5,6,4.0
19.5,Layer 1 Down,worn,5,6,4.0
14.2,Layer 1 Down,worn,5,6,4.0
23.5,Layer 1 Down,worn,5,6,4.0
20.8,Layer 1 Down,worn,5,6,4.0
17.2,Layer 1 Down,worn,5,6,4.0
29.8,Layer 1 Down,worn,5,6,4.0
21.8,Layer 1 Down,worn,5,6,4.0
20.4,Layer 1 Down,worn,5,6,4.0
23.9,Layer 1 Down,worn,5,6,4.0
17.4,Layer 1 Down,worn,5,6,4.0
19.8,Layer 1 Down,worn,5,6,4.0
22.7,Layer 1 Down,worn,5,6,4.0
20.9,Layer 1 Down,worn,5,6,4.0
23.6,Layer 1 Down,worn,5,6,4.0
20.1,Layer 2 Up,worn,5,6,4.0
17.0,Layer 2 Up,worn,5,6,4.0
25.2,Layer 2 Up,worn,5,6,4.0
19.0,Layer 2 Up,worn,5,6,4.0
17.7,Layer 2 Up,worn,5,6,4.0
19.9,Layer 2 Up,worn,5,6,4.0
23.5,Layer 2 Up,worn,5,6,4.0
18.4,Layer 2 Up,worn,5,6,4.0
19.9,Layer 2 Up,worn,5,6,4.0
21.5,Layer 2 Up,worn,5,6,4.0
13.3,Layer 2 Up,worn,5,6,4.0
21.4,Layer 2 Up,worn,5,6,4.0
21.4,Layer 2 Up,worn,5,6,4.0
17.7,Layer 2 Up,worn,5,6,4.0
13.7,Layer 2 Up,worn,5,6,4.0
26.1,Layer 2 Up,worn,5,6,4.0
19.8,Layer 2 Up,worn,5,6,4.0
16.2,Layer 2 Up,worn,5,6,4.0
29.6,Layer 2 Up,worn,5,6,4.0
14.9,Layer 2 Up,worn,5,6,4.0
19.4,Layer 2 Up,worn,5,6,4.0
24.4,Layer 2 Up,worn,5,6,4.0
18.2,Layer 2 Up,worn,5,6,4.0
24.0,Layer 2 Up,worn,5,6,4.0
20.2,Layer 2 Up,worn,5,6,4.0
17.0,Layer 2 Up,worn,5,6,4.0
27.4,Layer 2 Up,worn,5,6,4.0
18.2,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
22.4,Layer 2 Up,worn,5,6,4.0
17.5,Layer 2 Up,worn,5,6,4.0
24.3,Layer 2 Up,worn,5,6,4.0
19.5,Layer 2 Up,worn,5,6,4.0
20.6,Layer 2 Up,worn,5,6,4.0
15.2,Layer 2 Up,worn,5,6,4.0
21.9,Layer 2 Up,worn,5,6,4.0
19.5,Layer 2 Up,worn,5,6,4.0
16.5,Layer 2 Up,worn,5,6,4.0
25.4,Layer 2 Up,worn,5,6,4.0
15.0,Layer 2 Up,worn,5,6,4.0
22.2,Layer 2 Up,worn,5,6,4.0
25.4,Layer 2 Up,worn,5,6,4.0
15.1,Layer 2 Up,worn,5,6,4.0
18.9,Layer 2 Up,worn,5,6,4.0
20.1,Layer 2 Up,worn,5,6,4.0
23.6,Layer 2 Up,worn,5,6,4.0
13.9,Layer 2 Up,worn,5,6,4.0
24.7,Layer 2 Up,worn,5,6,4.0
22.0,Layer 2 Up,worn,5,6,4.0
14.1,Layer 2 Up,worn,5,6,4.0
23.6,Layer 2 Up,worn,5,6,4.0
19.2,Layer 2 Up,worn,5,6,4.0
18.6,Layer 2 Up,worn,5,6,4.0
16.6,Layer 2 Up,worn,5,6,4.0
18.9,Layer 2 Up,worn,5,6,4.0
20.8,Layer 2 Up,worn,5,6,4.0
19.8,Layer 2 Up,worn,5,6,4.0
22.6,Layer 2 Up,worn,5,6,4.0
26.0,Layer 2 Up,worn,5,6,4.0
25.0,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
21.4,Layer 2 Up,worn,5,6,4.0
22.9,Layer 2 Up,worn,5,6,4.0
20.0,Layer 2 Up,worn,5,6,4.0
29.9,Layer 2 Up,worn,5,6,4.0
19.1,Layer 2 Up,worn,5,6,4.0
15.7,Layer 2 Up,worn,5,6,4.0
19.4,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
17.1,Layer 2 Up,worn,5,6,4.0
24.2,Layer 2 Up,worn,5,6,4.0
24.3,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
21.3,Layer 2 Up,worn,5,6,4.0
13.2,Layer 2 Up,worn,5,6,4.0
24.2,Layer 2 Up,worn,5,6,4.0
17.9,Layer 2 Up,worn,5,6,4.0
21.6,Layer 2 Up,worn,5,6,4.0
26.4,Layer 2 Up,worn,5,6,4.0
15.2,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
20.5,Layer 2 Up,worn,5,6,4.0
21.0,Layer 2 Up,worn,5,6,4.0
26.9,Layer 2 Up,worn,5,6,4.0
15.8,Layer 2 Up,worn,5,6,4.0
26.4,Layer 2 Up,worn,5,6,4.0
22.6,Layer 2 Up,worn,5,6,4.0
20.5,Layer 2 Up,worn,5,6,4.0
25.6,Layer 2 Up,worn,5,6,4.0
17.9,Layer 2 Up,worn,5,6,4.0
22.6,Layer 2 Up,worn,5,6,4.0
21.0,Layer 2 Up,worn,5,6,4.0
23.6,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
18.9,Layer 2 Up,worn,5,6,4.0
19.2,Layer 2 Up,worn,5,6,4.0
23.4,Layer 2 Up,worn,5,6,4.0
20.9,Layer 2 Up,worn,5,6,4.0
20.2,Layer 2 Up,worn,5,6,4.0
-0.544,Layer 2 Up,worn,5,6,4.0
-0.723,Layer 2 Up,worn,5,6,4.0
-1.73,Layer 2 Up,worn,5,6,4.0
0.0822,Layer 2 Up,worn,5,6,4.0
17.9,Layer 2 Up,worn,5,6,4.0
26.0,Layer 2 Up,worn,5,6,4.0
13.6,Layer 2 Up,worn,5,6,4.0
22.2,Layer 2 Up,worn,5,6,4.0
25.0,Layer 2 Up,worn,5,6,4.0
15.8,Layer 2 Up,worn,5,6,4.0
20.0,Layer 2 Up,worn,5,6,4.0
19.8,Layer 2 Up,worn,5,6,4.0
27.6,Layer 2 Up,worn,5,6,4.0
22.8,Layer 2 Up,worn,5,6,4.0
15.3,Layer 2 Up,worn,5,6,4.0
20.9,Layer 2 Up,worn,5,6,4.0
19.3,Layer 2 Up,worn,5,6,4.0
19.4,Layer 2 Up,worn,5,6,4.0
21.7,Layer 2 Up,worn,5,6,4.0
21.3,Layer 2 Up,worn,5,6,4.0
19.4,Layer 2 Up,worn,5,6,4.0
16.9,Layer 2 Up,worn,5,6,4.0
22.2,Layer 2 Up,worn,5,6,4.0
19.8,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
-0.152,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
-1.46,Layer 2 Up,worn,5,6,4.0
-1.46,Layer 2 Up,worn,5,6,4.0
-0.672,Layer 2 Up,worn,5,6,4.0
-0.152,Layer 2 Up,worn,5,6,4.0
-1.71,Layer 2 Up,worn,5,6,4.0
-0.152,Layer 2 Up,worn,5,6,4.0
-0.679,Layer 2 Up,worn,5,6,4.0
25.0,Layer 2 Up,worn,5,6,4.0
21.8,Layer 2 Up,worn,5,6,4.0
19.8,Layer 2 Up,worn,5,6,4.0
22.6,Layer 2 Up,worn,5,6,4.0
18.4,Layer 2 Up,worn,5,6,4.0
20.9,Layer 2 Up,worn,5,6,4.0
25.4,Layer 2 Up,worn,5,6,4.0
24.5,Layer 2 Up,worn,5,6,4.0
23.3,Layer 2 Up,worn,5,6,4.0
19.3,Layer 2 Up,worn,5,6,4.0
26.3,Layer 2 Up,worn,5,6,4.0
15.4,Layer 2 Up,worn,5,6,4.0
21.6,Layer 2 Up,worn,5,6,4.0
19.7,Layer 2 Up,worn,5,6,4.0
20.7,Layer 2 Up,worn,5,6,4.0
23.6,Layer 2 Up,worn,5,6,4.0
20.3,Layer 2 Up,worn,5,6,4.0
20.1,Layer 2 Up,worn,5,6,4.0
16.5,Layer 2 Up,worn,5,6,4.0
22.0,Layer 2 Up,worn,5,6,4.0
-0.415,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
-1.72,Layer 2 Up,worn,5,6,4.0
-1.2,Layer 2 Up,worn,5,6,4.0
-1.46,Layer 2 Up,worn,5,6,4.0
-1.2,Layer 2 Up,worn,5,6,4.0
-0.152,Layer 2 Up,worn,5,6,4.0
-0.679,Layer 2 Up,worn,5,6,4.0
0.0985,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
-0.152,Layer 2 Up,worn,5,6,4.0
20.2,Layer 2 Up,worn,5,6,4.0
21.2,Layer 2 Up,worn,5,6,4.0
13.9,Layer 2 Up,worn,5,6,4.0
17.0,Layer 2 Up,worn,5,6,4.0
22.7,Layer 2 Up,worn,5,6,4.0
20.4,Layer 2 Up,worn,5,6,4.0
13.4,Layer 2 Up,worn,5,6,4.0
26.6,Layer 2 Up,worn,5,6,4.0
20.8,Layer 2 Up,worn,5,6,4.0
23.9,Layer 2 Up,worn,5,6,4.0
29.0,Layer 2 Up,worn,5,6,4.0
18.4,Layer 2 Up,worn,5,6,4.0
26.0,Layer 2 Up,worn,5,6,4.0
25.8,Layer 2 Up,worn,5,6,4.0
20.4,Layer 2 Up,worn,5,6,4.0
19.7,Layer 2 Up,worn,5,6,4.0
23.7,Layer 2 Up,worn,5,6,4.0
23.8,Layer 2 Up,worn,5,6,4.0
17.9,Layer 2 Up,worn,5,6,4.0
30.0,Layer 2 Up,worn,5,6,4.0
17.1,Layer 2 Up,worn,5,6,4.0
22.8,Layer 2 Up,worn,5,6,4.0
20.2,Layer 2 Up,worn,5,6,4.0
18.8,Layer 2 Up,worn,5,6,4.0
11.7,Layer 2 Up,worn,5,6,4.0
18.9,Layer 2 Up,worn,5,6,4.0
25.8,Layer 2 Up,worn,5,6,4.0
17.4,Layer 2 Up,worn,5,6,4.0
21.1,Layer 2 Up,worn,5,6,4.0
21.6,Layer 2 Up,worn,5,6,4.0
13.7,Layer 2 Up,worn,5,6,4.0
-0.415,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
-0.672,Layer 2 Up,worn,5,6,4.0
-0.415,Layer 2 Up,worn,5,6,4.0
-0.679,Layer 2 Up,worn,5,6,4.0
0.105,Layer 2 Up,worn,5,6,4.0
-0.415,Layer 2 Up,worn,5,6,4.0
-0.679,Layer 2 Up,worn,5,6,4.0
0.362,Layer 2 Up,worn,5,6,4.0
-0.936,Layer 2 Up,worn,5,6,4.0
17.0,Layer 2 Up,worn,5,6,4.0
25.9,Layer 2 Up,worn,5,6,4.0
16.4,Layer 2 Up,worn,5,6,4.0
20.9,Layer 2 Up,worn,5,6,4.0
22.4,Layer 2 Up,worn,5,6,4.0
14.6,Layer 2 Up,worn,5,6,4.0
25.8,Layer 2 Up,worn,5,6,4.0
16.9,Layer 2 Up,worn,5,6,4.0
16.6,Layer 2 Up,worn,5,6,4.0
24.0,Layer 2 Up,worn,5,6,4.0
18.2,Layer 2 Up,worn,5,6,4.0
27.8,Layer 2 Up,worn,5,6,4.0
16.7,Layer 2 Up,worn,5,6,4.0
22.1,Layer 2 Up,worn,5,6,4.0
22.9,Layer 2 Up,worn,5,6,4.0
19.0,Layer 2 Up,worn,5,6,4.0
23.3,Layer 2 Up,worn,5,6,4.0
21.6,Layer 2 Up,worn,5,6,4.0
23.2,Layer 2 Up,worn,5,6,4.0
19.6,Layer 2 Up,worn,5,6,4.0
22.4,Layer 2 Up,worn,5,6,4.0
22.7,Layer 2 Up,worn,5,6,4.0
14.9,Layer 2 Up,worn,5,6,4.0
24.9,Layer 2 Up,worn,5,6,4.0
16.7,Layer 2 Down,worn,5,6,4.0
19.5,Layer 2 Down,worn,5,6,4.0
25.0,Layer 2 Down,worn,5,6,4.0
19.1,Layer 2 Down,worn,5,6,4.0
16.9,Layer 2 Down,worn,5,6,4.0
19.7,Layer 2 Down,worn,5,6,4.0
22.1,Layer 2 Down,worn,5,6,4.0
0.214,Layer 2 Down,worn,5,6,4.0
-0.0869,Layer 2 Down,worn,5,6,4.0
-0.834,Layer 2 Down,worn,5,6,4.0
-0.388,Layer 2 Down,worn,5,6,4.0
-0.236,Layer 2 Down,worn,5,6,4.0
-0.685,Layer 2 Down,worn,5,6,4.0
1.11,Layer 2 Down,worn,5,6,4.0
-0.236,Layer 2 Down,worn,5,6,4.0
-0.236,Layer 2 Down,worn,5,6,4.0
-0.236,Layer 2 Down,worn,5,6,4.0
17.0,Layer 2 Down,worn,5,6,4.0
21.8,Layer 2 Down,worn,5,6,4.0
20.4,Layer 2 Down,worn,5,6,4.0
17.9,Layer 2 Down,worn,5,6,4.0
18.9,Layer 2 Down,worn,5,6,4.0
17.8,Layer 2 Down,worn,5,6,4.0
24.5,Layer 2 Down,worn,5,6,4.0
17.5,Layer 2 Down,worn,5,6,4.0
20.1,Layer 2 Down,worn,5,6,4.0
24.0,Layer 2 Down,worn,5,6,4.0
-0.0869,Layer 2 Down,worn,5,6,4.0
-0.685,Layer 2 Down,worn,5,6,4.0
-1.13,Layer 2 Down,worn,5,6,4.0
-0.685,Layer 2 Down,worn,5,6,4.0
-0.837,Layer 2 Down,worn,5,6,4.0
-0.536,Layer 2 Down,worn,5,6,4.0
-1.13,Layer 2 Down,worn,5,6,4.0
-0.087,Layer 2 Down,worn,5,6,4.0
-0.834,Layer 2 Down,worn,5,6,4.0
5.46,Layer 2 Down,worn,5,6,4.0
20.8,Layer 2 Down,worn,5,6,4.0
22.0,Layer 2 Down,worn,5,6,4.0
19.9,Layer 2 Down,worn,5,6,4.0
24.5,Layer 2 Down,worn,5,6,4.0
16.3,Layer 2 Down,worn,5,6,4.0
26.2,Layer 2 Down,worn,5,6,4.0
19.0,Layer 2 Down,worn,5,6,4.0
19.4,Layer 2 Down,worn,5,6,4.0
18.5,Layer 2 Down,worn,5,6,4.0
14.2,Layer 2 Down,worn,5,6,4.0
26.0,Layer 2 Down,worn,5,6,4.0
16.7,Layer 2 Down,worn,5,6,4.0
20.2,Layer 2 Down,worn,5,6,4.0
21.8,Layer 2 Down,worn,5,6,4.0
18.9,Layer 2 Down,worn,5,6,4.0
22.2,Layer 2 Down,worn,5,6,4.0
20.3,Layer 2 Down,worn,5,6,4.0
23.1,Layer 2 Down,worn,5,6,4.0
18.7,Layer 2 Down,worn,5,6,4.0
20.4,Layer 2 Down,worn,5,6,4.0
19.5,Layer 2 Down,worn,5,6,4.0
25.4,Layer 2 Down,worn,5,6,4.0
19.0,Layer 2 Down,worn,5,6,4.0
17.8,Layer 2 Down,worn,5,6,4.0
19.4,Layer 2 Down,worn,5,6,4.0
22.9,Layer 2 Down,worn,5,6,4.0
19.0,Layer 2 Down,worn,5,6,4.0
20.5,Layer 2 Down,worn,5,6,4.0
22.8,Layer 2 Down,worn,5,6,4.0
13.1,Layer 2 Down,worn,5,6,4.0
-0.672,Layer 2 Down,worn,5,6,4.0
-0.673,Layer 2 Down,worn,5,6,4.0
-0.679,Layer 2 Down,worn,5,6,4.0
-1.46,Layer 2 Down,worn,5,6,4.0
-0.152,Layer 2 Down,worn,5,6,4.0
-0.422,Layer 2 Down,worn,5,6,4.0
-5.1,Layer 2 Down,worn,5,6,4.0
-1.2,Layer 2 Down,worn,5,6,4.0
6.35,Layer 2 Down,worn,5,6,4.0
-0.936,Layer 2 Down,worn,5,6,4.0
22.7,Layer 2 Down,worn,5,6,4.0
19.0,Layer 2 Down,worn,5,6,4.0
24.4,Layer 2 Down,worn,5,6,4.0
18.3,Layer 2 Down,worn,5,6,4.0
22.4,Layer 2 Down,worn,5,6,4.0
19.4,Layer 2 Down,worn,5,6,4.0
24.6,Layer 2 Down,worn,5,6,4.0
24.8,Layer 2 Down,worn,5,6,4.0
17.6,Layer 2 Down,worn,5,6,4.0
30.3,Layer 2 Down,worn,5,6,4.0
25.5,Layer 2 Down,worn,5,6,4.0
19.7,Layer 2 Down,worn,5,6,4.0
18.1,Layer 2 Down,worn,5,6,4.0
19.0,Layer 2 Down,worn,5,6,4.0
23.9,Layer 2 Down,worn,5,6,4.0
18.9,Layer 2 Down,worn,5,6,4.0
21.2,Layer 2 Down,worn,5,6,4.0
22.1,Layer 2 Down,worn,5,6,4.0
13.2,Layer 2 Down,worn,5,6,4.0
22.5,Layer 2 Down,worn,5,6,4.0
20.2,Layer 2 Down,worn,5,6,4.0
30.0,Layer 2 Down,worn,5,6,4.0
23.3,Layer 2 Down,worn,5,6,4.0
17.3,Layer 2 Down,worn,5,6,4.0
29.2,Layer 2 Down,worn,5,6,4.0
20.6,Layer 2 Down,worn,5,6,4.0
20.0,Layer 2 Down,worn,5,6,4.0
26.7,Layer 2 Down,worn,5,6,4.0
15.7,Layer 2 Down,worn,5,6,4.0
24.4,Layer 2 Down,worn,5,6,4.0
21.3,Layer 2 Down,worn,5,6,4.0
21.4,Layer 2 Down,worn,5,6,4.0
17.3,Layer 2 Down,worn,5,6,4.0
21.5,Layer 2 Down,worn,5,6,4.0
22.3,Layer 2 Down,worn,5,6,4.0
16.7,Layer 2 Down,worn,5,6,4.0
25.6,Layer 2 Down,worn,5,6,4.0
15.6,Layer 2 Down,worn,5,6,4.0
22.2,Layer 2 Down,worn,5,6,4.0
26.3,Layer 2 Down,worn,5,6,4.0
-0.236,Layer 2 Down,worn,5,6,4.0
27.4,Layer 3 Up,worn,5,6,4.0
16.5,Layer 3 Up,worn,5,6,4.0
25.1,Layer 3 Up,worn,5,6,4.0
23.6,Layer 3 Up,worn,5,6,4.0
18.7,Layer 3 Up,worn,5,6,4.0
25.1,Layer 3 Up,worn,5,6,4.0
18.1,Layer 3 Up,worn,5,6,4.0
22.3,Layer 3 Up,worn,5,6,4.0
20.2,Layer 3 Up,worn,5,6,4.0
26.1,Layer 3 Up,worn,5,6,4.0
17.6,Layer 3 Up,worn,5,6,4.0
15.8,Layer 3 Up,worn,5,6,4.0
24.8,Layer 3 Up,worn,5,6,4.0
16.6,Layer 3 Up,worn,5,6,4.0
22.5,Layer 3 Up,worn,5,6,4.0
19.7,Layer 3 Up,worn,5,6,4.0
18.6,Layer 3 Up,worn,5,6,4.0
18.3,Layer 3 Up,worn,5,6,4.0
18.3,Layer 3 Up,worn,5,6,4.0
23.6,Layer 3 Up,worn,5,6,4.0
17.7,Layer 3 Up,worn,5,6,4.0
17.8,Layer 3 Up,worn,5,6,4.0
19.6,Layer 3 Up,worn,5,6,4.0
23.2,Layer 3 Up,worn,5,6,4.0
18.8,Layer 3 Up,worn,5,6,4.0
18.0,Layer 3 Up,worn,5,6,4.0
22.2,Layer 3 Up,worn,5,6,4.0
13.1,Layer 3 Up,worn,5,6,4.0
22.3,Layer 3 Up,worn,5,6,4.0
22.7,Layer 3 Up,worn,5,6,4.0
17.7,Layer 3 Up,worn,5,6,4.0
26.6,Layer 3 Up,worn,5,6,4.0
12.0,Layer 3 Up,worn,5,6,4.0
22.4,Layer 3 Up,worn,5,6,4.0
27.8,Layer 3 Up,worn,5,6,4.0
17.2,Layer 3 Up,worn,5,6,4.0
21.7,Layer 3 Up,worn,5,6,4.0
20.7,Layer 3 Up,worn,5,6,4.0
22.1,Layer 3 Up,worn,5,6,4.0
23.5,Layer 3 Up,worn,5,6,4.0
13.5,Layer 3 Up,worn,5,6,4.0
24.2,Layer 3 Up,worn,5,6,4.0
19.4,Layer 3 Up,worn,5,6,4.0
17.1,Layer 3 Up,worn,5,6,4.0
27.0,Layer 3 Up,worn,5,6,4.0
15.2,Layer 3 Up,worn,5,6,4.0
20.3,Layer 3 Up,worn,5,6,4.0
25.0,Layer 3 Up,worn,5,6,4.0
17.6,Layer 3 Up,worn,5,6,4.0
21.7,Layer 3 Up,worn,5,6,4.0
21.9,Layer 3 Up,worn,5,6,4.0
21.1,Layer 3 Up,worn,5,6,4.0
19.6,Layer 3 Up,worn,5,6,4.0
16.4,Layer 3 Up,worn,5,6,4.0
22.8,Layer 3 Up,worn,5,6,4.0
21.6,Layer 3 Up,worn,5,6,4.0
17.0,Layer 3 Up,worn,5,6,4.0
24.4,Layer 3 Up,worn,5,6,4.0
15.8,Layer 3 Up,worn,5,6,4.0
18.2,Layer 3 Up,worn,5,6,4.0
12.8,Layer 3 Up,worn,5,6,4.0
24.4,Layer 3 Up,worn,5,6,4.0
19.0,Layer 3 Up,worn,5,6,4.0
18.0,Layer 3 Up,worn,5,6,4.0
27.9,Layer 3 Up,worn,5,6,4.0
23.6,Layer 3 Up,worn,5,6,4.0
20.1,Layer 3 Up,worn,5,6,4.0
22.7,Layer 3 Up,worn,5,6,4.0
17.6,Layer 3 Up,worn,5,6,4.0
22.3,Layer 3 Up,worn,5,6,4.0
13.9,Layer 3 Up,worn,5,6,4.0
25.9,Layer 3 Up,worn,5,6,4.0
16.2,Layer 3 Up,worn,5,6,4.0
15.4,Layer 3 Up,worn,5,6,4.0
24.2,Layer 3 Up,worn,5,6,4.0
16.7,Layer 3 Up,worn,5,6,4.0
24.2,Layer 3 Up,worn,5,6,4.0
19.6,Layer 3 Up,worn,5,6,4.0
17.9,Layer 3 Up,worn,5,6,4.0
20.3,Layer 3 Up,worn,5,6,4.0
-0.536,Layer 3 Up,worn,5,6,4.0
0.0617,Layer 3 Up,worn,5,6,4.0
-0.986,Layer 3 Up,worn,5,6,4.0
-0.685,Layer 3 Up,worn,5,6,4.0
0.214,Layer 3 Up,worn,5,6,4.0
-0.685,Layer 3 Up,worn,5,6,4.0
-0.536,Layer 3 Up,worn,5,6,4.0
-0.236,Layer 3 Up,worn,5,6,4.0
-0.384,Layer 3 Up,worn,5,6,4.0
-1.13,Layer 3 Up,worn,5,6,4.0
0.0323,Layer 3 Up,worn,5,6,4.0
0.315,Layer 3 Up,worn,5,6,4.0
-0.688,Layer 3 Up,worn,5,6,4.0
-0.375,Layer 3 Up,worn,5,6,4.0
-0.719,Layer 3 Up,worn,5,6,4.0
0.871,Layer 3 Up,worn,5,6,4.0
-0.19,Layer 3 Up,worn,5,6,4.0
-0.282,Layer 3 Up,worn,5,6,4.0
0.445,Layer 3 Up,worn,5,6,4.0
-0.146,Layer 3 Up,worn,5,6,4.0
25.1,Layer 3 Up,worn,5,6,4.0
23.6,Layer 3 Up,worn,5,6,4.0
